ID,Lugar,Etapa,Mes,Fecha,Dia,Hora,Usuario,ID_barrio,Barrio1,comuna,Estrato,Hora1,hora_r
1931,SIN INFORMACION,INDAGACIÓN,enero,2020-01-22,miércoles,06:30:00,PONAL_WS,1406.0,José Manuel Marroquín I,14,2,1900-01-01 06:30:00,6
1932,SIN INFORMACION,INDAGACIÓN,enero,2020-01-19,domingo,06:00:00,PONAL_WS,421.0,Calima,4,3,1900-01-01 06:00:00,6
1933,SIN INFORMACION,INDAGACIÓN,enero,2020-01-23,jueves,07:30:00,PONAL_WS,816.0,El Trébol,8,3,1900-01-01 07:30:00,8
1934,SIN INFORMACION,INDAGACIÓN,enero,2020-01-15,miércoles,14:00:00,PONAL_WS,1114.0,Villa del Sur,11,3,1900-01-01 14:00:00,14
1935,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,13:00:00,PONAL_WS,1784.0,La Hacienda,17,5,1900-01-01 13:00:00,13
1936,LOCAL COMERCIAL,INDAGACIÓN,enero,2020-01-24,viernes,03:30:00,PONAL_WS,312.0,San Nicolás,3,2,1900-01-01 03:30:00,4
1937,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,11:55:00,PONAL_WS,1802.0,Caldas,18,3,1900-01-01 11:55:00,12
1938,SIN INFORMACION,INDAGACIÓN,enero,2020-01-21,martes,10:30:00,PONAL_WS,406.0,Salomia,4,3,1900-01-01 10:30:00,10
1939,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,12:30:00,PONAL_WS,815.0,Villacolombia,8,3,1900-01-01 12:30:00,12
1940,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,enero,2020-01-17,viernes,07:30:00,PONAL_WS,209.0,San Vicente,2,4,1900-01-01 07:30:00,8
1941,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,18:00:00,PONAL_WS,311.0,San Pedro,3,3,1900-01-01 18:00:00,18
1942,SIN INFORMACION,INDAGACIÓN,enero,2020-01-12,domingo,01:00:00,PONAL_WS,1905.0,Eucaristico,19,4,1900-01-01 01:00:00,1
1943,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,01:00:00,PONAL_WS,2098.0,Venezuela - Urbanización Cañaveralejo,20,1,1900-01-01 01:00:00,1
1944,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,00:30:00,PONAL_WS,1780.0,El Ingenio,17,5,1900-01-01 00:30:00,0
1945,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,01:30:00,PONAL_WS,1922.0,Camino Real - Joaquin Borrero Sinisterra,19,5,1900-01-01 01:30:00,2
1946,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,20:30:00,PONAL_WS,1910.0,San Fernando Viejo,19,5,1900-01-01 20:30:00,20
1947,SIN INFORMACION,INDAGACIÓN,enero,2020-01-23,jueves,08:00:00,PONAL_WS,217.0,Ciudad de Los Álamos,2,3,1900-01-01 08:00:00,8
1948,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,17:30:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 17:30:00,18
1949,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,16:00:00,PONAL_WS,598.0,Torres de Comfandi,5,3,1900-01-01 16:00:00,16
1950,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,16:00:00,PONAL_WS,294.0,Vipasa,2,4,1900-01-01 16:00:00,16
1951,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,22:30:00,PONAL_WS,1702.0,Primero de Mayo,17,4,1900-01-01 22:30:00,22
1952,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,22:10:00,PONAL_WS,217.0,Ciudad de Los Álamos,2,3,1900-01-01 22:10:00,22
1953,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,01:00:00,PONAL_WS,307.0,Santa Rosa,3,3,1900-01-01 01:00:00,1
1954,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,03:30:00,PONAL_WS,309.0,San Pascual,3,1,1900-01-01 03:30:00,4
1955,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,17:20:00,PONAL_WS,309.0,San Pascual,3,1,1900-01-01 17:20:00,17
1956,VIA PUBLICA,EJECUCIÓN DE PENAS,enero,2020-01-26,domingo,11:45:00,HLOZANO,2201.0,Urbanización Ciudad Jardín,22,6,1900-01-01 11:45:00,12
1957,VIA PUBLICA,JUICIO,enero,2020-01-25,sábado,19:54:00,PLOZADA,404.0,Las Delicas,4,3,1900-01-01 19:54:00,20
1958,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,04:20:00,PLOZADA,1002.0,El Guabal,10,3,1900-01-01 04:20:00,4
1959,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,21:20:00,JVILLARREALM1,1775.0,Lili,17,4,1900-01-01 21:20:00,21
1960,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,01:30:00,JVILLARREALM1,211.0,Prados del Norte,2,5,1900-01-01 01:30:00,2
1961,VIA PUBLICA,INDAGACIÓN,enero,2020-01-24,viernes,08:30:00,JVILLARREALM1,2198.0,Valle Grande,21,2,1900-01-01 08:30:00,8
1962,VIA PUBLICA,INDAGACIÓN,enero,2020-01-24,viernes,17:47:00,JVILLARREALM1,1005.0,Las Acacias,10,3,1900-01-01 17:47:00,18
1963,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,22:00:00,JVILLARREALM1,1896.0,Sector Meléndez,18,3,1900-01-01 22:00:00,22
1964,CAMPO ABIERTO,INDAGACIÓN,enero,2020-01-24,viernes,00:00:00,DVASQUEZL1,1791.0,Unicentro Cali,17,5,1900-01-01 00:00:00,0
1965,VIA PUBLICA,INDAGACIÓN,enero,2020-01-24,viernes,17:00:00,JVILLARREALM1,2003.0,Siloé,20,1,1900-01-01 17:00:00,17
1966,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,22:30:00,JVILLARREALM1,3000.0,Rural,30,2,1900-01-01 22:30:00,22
1967,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,09:00:00,JVILLARREALM1,1010.0,La Selva,10,3,1900-01-01 09:00:00,9
1968,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,11:07:00,MPLAZA,1598.0,Mojica,15,1,1900-01-01 11:07:00,11
1969,EDIFICIO,INDAGACIÓN,enero,2020-01-26,domingo,12:25:00,MPLAZA,1896.0,Sector Meléndez,18,3,1900-01-01 12:25:00,12
1970,ALMACEN DE CADENA,INDAGACIÓN,enero,2020-01-26,domingo,12:23:00,MPLAZA,1804.0,Meléndez,18,3,1900-01-01 12:23:00,12
1971,DOMICILIO,INDAGACIÓN,enero,2020-01-24,viernes,04:00:00,HSALAZARC1,1781.0,Mayapan - Las Vegas,17,5,1900-01-01 04:00:00,4
1972,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,09:45:00,LCORDOBAV1,1905.0,Eucaristico,19,4,1900-01-01 09:45:00,10
1973,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,18:00:00,JAGUIAR,408.0,Sultana-Berlín-San Francisco,4,2,1900-01-01 18:00:00,18
1974,VIA PUBLICA,JUICIO,enero,2020-01-26,domingo,18:00:00,HQUIÑONEZZ1,1403.0,Manuela Beltran,14,1,1900-01-01 18:00:00,18
1975,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,05:00:00,BCABALLERO,3000.0,Rural,30,2,1900-01-01 05:00:00,5
1976,ESTABLECIMIENTO DE SALUD,INDAGACIÓN,enero,2020-01-24,viernes,16:30:00,JDURANH1,101.0,Terrón Colorado,1,2,1900-01-01 16:30:00,16
1977,DOMICILIO,INDAGACIÓN,enero,2020-01-25,sábado,15:00:00,BCABALLERO,1002.0,El Guabal,10,3,1900-01-01 15:00:00,15
1978,ESTABLECIMIENTO DE GIROS,INDAGACIÓN,enero,2020-01-25,sábado,17:50:00,JSALAZARG4,1404.0,Las Orquídeas,14,1,1900-01-01 17:50:00,18
1979,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,12:50:00,PONAL_WS,209.0,San Vicente,2,4,1900-01-01 12:50:00,13
1980,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,02:00:00,PONAL_WS,809.0,Industrial,8,2,1900-01-01 02:00:00,2
1981,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,11:30:00,PONAL_WS,1395.0,Los Lagos,13,2,1900-01-01 11:30:00,12
1982,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,enero,2020-01-25,sábado,09:30:00,PONAL_WS,209.0,San Vicente,2,4,1900-01-01 09:30:00,10
1983,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,10:30:00,PONAL_WS,206.0,Centenario,2,5,1900-01-01 10:30:00,10
1984,SIN INFORMACION,QUERELLABLE,enero,2020-01-11,sábado,16:00:00,PONAL_WS,211.0,Prados del Norte,2,5,1900-01-01 16:00:00,16
1985,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,13:30:00,PONAL_WS,1405.0,José Manuel Marroquín II,14,2,1900-01-01 13:30:00,14
1986,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,04:30:00,PONAL_WS,1405.0,José Manuel Marroquín II,14,2,1900-01-01 04:30:00,4
1987,SIN INFORMACION,INDAGACIÓN,enero,2020-01-23,jueves,07:00:00,PONAL_WS,2199.0,Planta de Tratamiento,21,1,1900-01-01 07:00:00,7
1988,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,01:40:00,PONAL_WS,1903.0,El Lido,19,5,1900-01-01 01:40:00,2
1989,SIN INFORMACION,INDAGACIÓN,enero,2020-01-08,miércoles,22:37:00,PONAL_WS,798.0,Fepicol,7,3,1900-01-01 22:37:00,23
1990,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,21:00:00,PONAL_WS,210.0,Santa Mónica,2,5,1900-01-01 21:00:00,21
1991,CENTRO COMERCIAL,QUERELLABLE,enero,2020-01-25,sábado,16:30:00,PONAL_WS,402.0,Santander,4,2,1900-01-01 16:30:00,16
1992,PUENTE PEATONAL,INDAGACIÓN,enero,2020-01-25,sábado,20:00:00,PONAL_WS,1701.0,La Playa,17,3,1900-01-01 20:00:00,20
1993,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,04:30:00,PONAL_WS,1804.0,Meléndez,18,3,1900-01-01 04:30:00,4
1994,SIN INFORMACION,QUERELLABLE,enero,2020-01-23,jueves,16:00:00,PONAL_WS,1604.0,Antonio Nariño,16,2,1900-01-01 16:00:00,16
1995,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,19:00:00,PONAL_WS,294.0,Vipasa,2,4,1900-01-01 19:00:00,19
1996,VEHICULO TAXI,INDAGACIÓN,enero,2020-01-25,sábado,20:00:00,PONAL_WS,1803.0,Los Chorros,18,3,1900-01-01 20:00:00,20
1997,SIN INFORMACION,INDAGACIÓN,enero,2020-01-19,domingo,20:30:00,PONAL_WS,1105.0,Urbanización Boyacá,11,3,1900-01-01 20:30:00,20
1998,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,06:15:00,PONAL_WS,303.0,San Antonio,3,3,1900-01-01 06:15:00,6
1999,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,21:00:00,PONAL_WS,217.0,Ciudad de Los Álamos,2,3,1900-01-01 21:00:00,21
2000,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,06:00:00,PONAL_WS,817.0,La Base,8,3,1900-01-01 06:00:00,6
2001,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,06:15:00,PONAL_WS,303.0,San Antonio,3,3,1900-01-01 06:15:00,6
2002,SIN INFORMACION,INDAGACIÓN,enero,2020-01-17,viernes,15:15:00,PONAL_WS,1804.0,Meléndez,18,3,1900-01-01 15:15:00,15
2003,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,03:00:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 03:00:00,3
2004,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,22:00:00,PONAL_WS,421.0,Calima,4,3,1900-01-01 22:00:00,22
2005,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,10:30:00,PONAL_WS,219.0,Brisas de Los Álamos,2,3,1900-01-01 10:30:00,10
2006,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,17:30:00,PONAL_WS,901.0,Alameda,9,3,1900-01-01 17:30:00,18
2007,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,08:15:00,PONAL_WS,1906.0,San Fernando Nuevo,19,4,1900-01-01 08:15:00,8
2008,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,03:30:00,PONAL_WS,213.0,La Campiña,2,4,1900-01-01 03:30:00,4
2009,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,22:30:00,PONAL_WS,1308.0,El Diamante,13,2,1900-01-01 22:30:00,22
2010,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,12:30:00,PONAL_WS,1702.0,Primero de Mayo,17,4,1900-01-01 12:30:00,12
2011,CENTRO COMERCIAL,INDAGACIÓN,enero,2020-01-25,sábado,18:00:00,PONAL_WS,210.0,Santa Mónica,2,5,1900-01-01 18:00:00,18
2012,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,07:30:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 07:30:00,8
2013,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,04:00:00,PONAL_WS,205.0,Juanambú,2,5,1900-01-01 04:00:00,4
2014,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,09:15:00,79422278,211.0,Prados del Norte,2,5,1900-01-01 09:15:00,9
2015,VIA PUBLICA,EJECUCIÓN DE PENAS,enero,2020-01-26,domingo,21:30:00,NSOLARTE,1596.0,Ciudad Cordoba,15,3,1900-01-01 21:30:00,22
2016,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,21:00:00,JVILLARREALM1,703.0,Alfonso Lopez III,7,3,1900-01-01 21:00:00,21
2017,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,07:00:00,YMEZA,1599.0,El Morichal,15,2,1900-01-01 07:00:00,7
2018,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,19:30:00,JVILLARREALM1,3000.0,Rural,30,2,1900-01-01 19:30:00,20
2019,VIA PUBLICA,INDAGACIÓN,enero,2020-01-24,viernes,17:00:00,HSALAZARC1,1601.0,Mariano Ramos,16,2,1900-01-01 17:00:00,17
2020,ZONA DE PARQUEO,INDAGACIÓN,enero,2020-01-26,domingo,15:30:00,YMEZA,1315.0,Calypso,13,3,1900-01-01 15:30:00,16
2021,VIA PUBLICA,INDAGACIÓN,enero,2020-01-24,viernes,22:30:00,JVILLARREALM1,1306.0,Ricardo Balcazar,13,2,1900-01-01 22:30:00,22
2022,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,03:00:00,YMEZA,903.0,Junín,9,3,1900-01-01 03:00:00,3
2023,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,10:30:00,JVILLARREALM1,1775.0,Lili,17,4,1900-01-01 10:30:00,10
2024,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,22:00:00,JVILLARREALM1,1786.0,Cañaverales - Los Samanes,17,3,1900-01-01 22:00:00,22
2025,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,07:00:00,YMEZA,1311.0,Los Robles,13,2,1900-01-01 07:00:00,7
2026,DOMICILIO,INDAGACIÓN,enero,2020-01-27,lunes,05:00:00,JVILLARREALM1,1604.0,Antonio Nariño,16,2,1900-01-01 05:00:00,5
2027,VIA PUBLICA,INDAGACIÓN,enero,2020-01-24,viernes,20:30:00,YMEZA,1106.0,El Jardín,11,3,1900-01-01 20:30:00,20
2028,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,21:30:00,JVILLARREALM1,904.0,Guayaquil,9,3,1900-01-01 21:30:00,22
2029,DOMICILIO,INDAGACIÓN,enero,2020-01-27,lunes,00:10:00,JVILLARREALM1,816.0,El Trébol,8,3,1900-01-01 00:10:00,0
2030,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,19:00:00,YMEZA,1397.0,Sector Laguna del Pondaje,13,1,1900-01-01 19:00:00,19
2031,VIA PUBLICA,JUICIO,enero,2020-01-27,lunes,08:30:00,LCRUZB1,310.0,El Calvario,3,3,1900-01-01 08:30:00,8
2032,VIA PUBLICA,INDAGACIÓN,enero,2020-01-26,domingo,02:00:00,YMEZA,311.0,San Pedro,3,3,1900-01-01 02:00:00,2
2033,VIA PUBLICA,INDAGACIÓN,enero,2020-01-27,lunes,08:00:00,JVILLARREALM1,305.0,Los Libertadores,3,3,1900-01-01 08:00:00,8
2034,VIA PUBLICA,INDAGACIÓN,enero,2020-01-27,lunes,00:16:00,YMEZA,1307.0,Omar Torrijos,13,2,1900-01-01 00:16:00,0
2035,DOMICILIO,INDAGACIÓN,enero,2020-01-25,sábado,19:45:00,JVILLARREALM1,818.0,Urbanización La Base,8,3,1900-01-01 19:45:00,20
2036,PARQUEADERO,INDAGACIÓN,enero,2020-01-25,sábado,14:00:00,PARIASG1,1791.0,Unicentro Cali,17,5,1900-01-01 14:00:00,14
2037,VIA PUBLICA,INDAGACIÓN,enero,2020-01-22,miércoles,14:30:00,JVILLARREALM1,1904.0,Urbanización Tequendama,19,5,1900-01-01 14:30:00,14
2038,ZONA DE PARQUEO,INDAGACIÓN,enero,2020-01-26,domingo,12:50:00,YMEZA,203.0,Arboledas,2,6,1900-01-01 12:50:00,13
2039,ALMACEN DE CADENA,INDAGACIÓN,enero,2020-01-22,miércoles,18:56:00,JGOMEZR7,1604.0,Antonio Nariño,16,2,1900-01-01 18:56:00,19
2040,VIA PUBLICA,JUICIO,enero,2020-01-27,lunes,19:40:00,EFIGUEROA,309.0,San Pascual,3,1,1900-01-01 19:40:00,20
2041,VIA PUBLICA,INDAGACIÓN,enero,2020-01-21,martes,00:00:00,RACOSTAP1,1116.0,León XIII,11,2,1900-01-01 00:00:00,0
2042,SIN INFORMACION,INDAGACIÓN,enero,2020-01-03,viernes,08:00:00,andrelar,302.0,El Peñón,3,5,1900-01-01 08:00:00,8
2043,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,13:27:00,31193711,212.0,La Flora,2,5,1900-01-01 13:27:00,13
2044,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,12:15:00,SREINA,1205.0,El Paraíso,12,3,1900-01-01 12:15:00,12
2045,SIN INFORMACION,INDAGACIÓN,enero,2020-01-15,miércoles,11:00:00,dieramir,1787.0,El Limonar,17,3,1900-01-01 11:00:00,11
2046,SIN INFORMACION,QUERELLABLE,enero,2020-01-26,domingo,11:30:00,andrelar,1004.0,Santa Elena,10,3,1900-01-01 11:30:00,12
2047,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,enero,2020-01-24,viernes,10:30:00,GDORADO,908.0,Belalcázar,9,3,1900-01-01 10:30:00,10
2048,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,11:30:00,31193711,1780.0,El Ingenio,17,5,1900-01-01 11:30:00,12
2049,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,19:30:00,diana.munoozv,1781.0,Mayapan - Las Vegas,17,5,1900-01-01 19:30:00,20
2050,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,21:00:00,31193711,910.0,Barrio Obrero,9,2,1900-01-01 21:00:00,21
2051,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,18:00:00,MPADILLAD1,305.0,Los Libertadores,3,3,1900-01-01 18:00:00,18
2052,OTRO,INDAGACIÓN,enero,2020-01-25,sábado,07:05:00,DRAMIKREZ,1005.0,Las Acacias,10,3,1900-01-01 07:05:00,7
2053,SIN INFORMACION,INDAGACIÓN,enero,2020-01-10,viernes,22:00:00,31193711,815.0,Villacolombia,8,3,1900-01-01 22:00:00,22
2054,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,18:00:00,HMONSALVEG1,1908.0,Santa Isabel,19,5,1900-01-01 18:00:00,18
2055,TRANSPORTE MASIVO,INDAGACIÓN,enero,2020-01-27,lunes,08:00:00,FSARASTY,701.0,Alfonso Lopez I,7,2,1900-01-01 08:00:00,8
2056,ESTABLECIMIENTO DE SALUD,INDAGACIÓN,enero,2020-01-27,lunes,03:30:00,FSARASTY,1906.0,San Fernando Nuevo,19,4,1900-01-01 03:30:00,4
2057,DOMICILIO,INDAGACIÓN,enero,2020-01-26,domingo,00:00:00,MTRUJILLOD1,1901.0,El Refugio,19,4,1900-01-01 00:00:00,0
2058,OTRO,INDAGACIÓN,enero,2020-01-19,domingo,17:30:00,F3LHURTADO,810.0,El Troncal,8,3,1900-01-01 17:30:00,18
2059,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,13:43:00,andrelar,312.0,San Nicolás,3,2,1900-01-01 13:43:00,14
2060,ESTABLECIMIENTO PUBLICO,INDAGACIÓN,enero,2020-01-26,domingo,03:00:00,GDORADO,306.0,San Juan Bosco,3,3,1900-01-01 03:00:00,3
2061,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,13:15:00,lehurtad,311.0,San Pedro,3,3,1900-01-01 13:15:00,13
2062,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,08:03:00,alexjara,1406.0,José Manuel Marroquín I,14,2,1900-01-01 08:03:00,8
2063,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,11:00:00,harmunoz,1312.0,Rodrigo Lara Bonilla,13,2,1900-01-01 11:00:00,11
2064,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,05:45:00,alexjara,1496.0,Los Naranjos I,14,1,1900-01-01 05:45:00,6
2065,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,15:00:00,harmunoz,1395.0,Los Lagos,13,2,1900-01-01 15:00:00,15
2066,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,14:30:00,clagiron,3000.0,Rural,30,2,1900-01-01 14:30:00,14
2067,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,03:00:00,clagiron,1401.0,Alfonso Bonilla Aragón,14,1,1900-01-01 03:00:00,3
2068,VIA PUBLICA,INDAGACIÓN,enero,2020-01-24,viernes,19:30:00,CSOGAMOSO,1804.0,Meléndez,18,3,1900-01-01 19:30:00,20
2069,VIA PUBLICA,INDAGACIÓN,enero,2020-01-25,sábado,14:00:00,CSOGAMOSO,1988.0,Cañaveralejo - Seguros Patria,19,5,1900-01-01 14:00:00,14
2070,SIN INFORMACION,INDAGACIÓN,enero,2020-01-19,domingo,07:25:00,PONAL_WS,2196.0,Potrero Grande,21,2,1900-01-01 07:25:00,7
2071,SIN INFORMACION,INDAGACIÓN,enero,2020-01-19,domingo,08:30:00,PONAL_WS,806.0,La Floresta,8,3,1900-01-01 08:30:00,8
2072,PUENTE PEATONAL,INDAGACIÓN,enero,2020-01-25,sábado,05:56:00,PONAL_WS,307.0,Santa Rosa,3,3,1900-01-01 05:56:00,6
2073,PARQUEADERO,INDAGACIÓN,enero,2020-01-19,domingo,12:00:00,PONAL_WS,1596.0,Ciudad Cordoba,15,3,1900-01-01 12:00:00,12
2074,OTRO,INDAGACIÓN,enero,2020-01-21,martes,05:30:00,PONAL_WS,204.0,Normandía,2,6,1900-01-01 05:30:00,6
2075,SIN INFORMACION,INDAGACIÓN,enero,2020-01-19,domingo,01:30:00,PONAL_WS,1903.0,El Lido,19,5,1900-01-01 01:30:00,2
2076,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,10:15:00,PONAL_WS,1913.0,El Cedro,19,4,1900-01-01 10:15:00,10
2077,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,10:30:00,PONAL_WS,1104.0,La Esperanza,11,3,1900-01-01 10:30:00,10
2078,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,18:00:00,PONAL_WS,1994.0,Pampa Linda,19,5,1900-01-01 18:00:00,18
2079,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,00:30:00,PONAL_WS,211.0,Prados del Norte,2,5,1900-01-01 00:30:00,0
2080,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,08:00:00,PONAL_WS,1908.0,Santa Isabel,19,5,1900-01-01 08:00:00,8
2081,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,12:30:00,PONAL_WS,1901.0,El Refugio,19,4,1900-01-01 12:30:00,12
2082,SIN INFORMACION,QUERELLABLE,enero,2020-01-23,jueves,05:30:00,PONAL_WS,1787.0,El Limonar,17,3,1900-01-01 05:30:00,6
2083,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,09:30:00,PONAL_WS,1705.0,Ciudad Universitaria,17,SD,1900-01-01 09:30:00,10
2084,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,21:20:00,PONAL_WS,1904.0,Urbanización Tequendama,19,5,1900-01-01 21:20:00,21
2085,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,21:30:00,PONAL_WS,209.0,San Vicente,2,4,1900-01-01 21:30:00,22
2086,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,15:00:00,PONAL_WS,3000.0,Rural,30,2,1900-01-01 15:00:00,15
2087,SIN INFORMACION,INDAGACIÓN,enero,2020-01-21,martes,12:00:00,PONAL_WS,313.0,El Hoyo,3,3,1900-01-01 12:00:00,12
2088,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,13:30:00,PONAL_WS,210.0,Santa Mónica,2,5,1900-01-01 13:30:00,14
2089,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,21:00:00,PONAL_WS,212.0,La Flora,2,5,1900-01-01 21:00:00,21
2090,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,19:30:00,PONAL_WS,2201.0,Urbanización Ciudad Jardín,22,6,1900-01-01 19:30:00,20
2091,SIN INFORMACION,INDAGACIÓN,enero,2020-01-24,viernes,22:00:00,PONAL_WS,219.0,Brisas de Los Álamos,2,3,1900-01-01 22:00:00,22
2092,SIN INFORMACION,QUERELLABLE,enero,2020-01-26,domingo,20:50:00,PONAL_WS,1106.0,El Jardín,11,3,1900-01-01 20:50:00,21
2093,SIN INFORMACION,INDAGACIÓN,enero,2020-01-23,jueves,05:00:00,PONAL_WS,308.0,La Merced,3,3,1900-01-01 05:00:00,5
2094,SIN INFORMACION,INDAGACIÓN,enero,2020-01-26,domingo,23:00:00,PONAL_WS,907.0,Santa Mónica Belalcázar,9,3,1900-01-01 23:00:00,23
2095,SIN INFORMACION,INDAGACIÓN,enero,2020-01-20,lunes,19:00:00,PONAL_WS,1403.0,Manuela Beltran,14,1,1900-01-01 19:00:00,19
2096,SIN INFORMACION,INDAGACIÓN,enero,2020-01-25,sábado,19:30:00,PONAL_WS,1802.0,Caldas,18,3,1900-01-01 19:30:00,20
2097,ESTABLECIMIENTO DE COMERCIO,INDAGACIÓN,enero,2020-01-16,jueves,03:00:00,PONAL_WS,416.0,La Esmeralda,4,2,1900-01-01 03:00:00,3
2098,EDIFICIO,INDAGACIÓN,enero,2020-01-25,sábado,01:45:00,PONAL_WS,1778.0,Santa Anita - La Selva,17,5,1900-01-01 01:45:00,2
